className	displayName	armaCategory	armaType	mass	count	maxLoad	mod	addons
PHEN_FSPLUS_230mm_BlisterGas_6Rnd_230mm_Mag	Blister Agent Rockets	Magazine	Shell	8	6	-1	@Chemical Warfare PLUS	CBRN_230mm_Rockets
PHEN_FSPLUS_230mm_NovaGas_6Rnd_230mm_Mag	Nova Agent Rockets	Magazine	Shell	8	6	-1	@Chemical Warfare PLUS	CBRN_230mm_Rockets
PHEN_FSPLUS_AsphyxiantBomb_Unguided_Mag	[Tier 2] Asphyxiant Gas x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_Unguided_Mag_x2	[Tier 2] Asphyxiant Gas x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_Unguided_Mag_x3	[Tier 2] Asphyxiant Gas x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_Unguided_Mag_x4	[Tier 2] Asphyxiant Gas x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_Guided_Mag	[Tier 2] Asphyxiant Gas GBU x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_Guided_Mag_x2	[Tier 2] Asphyxiant Gas GBU x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_Guided_Mag_x3	[Tier 2] Asphyxiant Gas GBU x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_Guided_Mag_x4	[Tier 2] Asphyxiant Gas GBU x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_AsphyxiantBomb_SDB_Mag	[Tier 2] Asphyxiant Gas SDB x4	Magazine	Missile	100	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Asphyx
PHEN_FSPLUS_BlisterBomb_Unguided_Mag	Blister Agent x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_Unguided_Mag_x2	Blister Agent x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_Unguided_Mag_x3	Blister Agent x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_Unguided_Mag_x4	Blister Agent x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_Guided_Mag	Blister Agent GBU x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_Guided_Mag_x2	Blister Agent GBU x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_Guided_Mag_x3	Blister Agent GBU x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_Guided_Mag_x4	Blister Agent GBU x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_BlisterBomb_SDB_Mag	Blister Agent SDB x4	Magazine	Missile	100	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Blister
PHEN_FSPLUS_RiotCSGasBomb_Unguided_Mag	[Tier 1] Riot CS Gas x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_Unguided_Mag_x2	[Tier 1] Riot CS Gas x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_Unguided_Mag_x3	[Tier 1] Riot CS Gas x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_Unguided_Mag_x4	[Tier 1] Riot CS Gas x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_Guided_Mag	[Tier 1] Riot CS Gas GBU x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_Guided_Mag_x2	[Tier 1] Riot CS Gas GBU x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_Guided_Mag_x3	[Tier 1] Riot CS Gas GBU x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_Guided_Mag_x4	[Tier 1] Riot CS Gas GBU x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_RiotCSGasBomb_SDB_Mag	[Tier 1] Riot CS Gas SDB x4	Magazine	Missile	100	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_CS
PHEN_FSPLUS_NerveBomb_Unguided_Mag	[Tier 3] Nerve Gas x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_Unguided_Mag_x2	[Tier 3] Nerve Gas x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_Unguided_Mag_x3	[Tier 3] Nerve Gas x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_Unguided_Mag_x4	[Tier 3] Nerve Gas x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_Guided_Mag	[Tier 3] Nerve Gas GBU x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_Guided_Mag_x2	[Tier 3] Nerve Gas GBU x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_Guided_Mag_x3	[Tier 3] Nerve Gas GBU x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_Guided_Mag_x4	[Tier 3] Nerve Gas GBU x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NerveBomb_SDB_Mag	[Tier 3] Nerve Gas SDB x4	Magazine	Missile	100	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nerve
PHEN_FSPLUS_NovaBomb_Unguided_Mag	[Tier 5] Nova Gas x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_Unguided_Mag_x2	[Tier 5] Nova Gas x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_Unguided_Mag_x3	[Tier 5] Nova Gas x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_Unguided_Mag_x4	[Tier 5] Nova Gas x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_Guided_Mag	[Tier 5] Nova Gas GBU x1	Magazine	Missile	227	1	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_Guided_Mag_x2	[Tier 5] Nova Gas GBU x2	Magazine	Missile	454	2	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_Guided_Mag_x3	[Tier 5] Nova Gas GBU x3	Magazine	Missile	681	3	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_Guided_Mag_x4	[Tier 5] Nova Gas GBU x4	Magazine	Missile	908	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
PHEN_FSPLUS_NovaBomb_SDB_Mag	[Tier 5] Nova Gas SDB x4	Magazine	Missile	100	4	-1	@Chemical Warfare PLUS	CBRN_Bombs_Nova
rhs_mag_zt3_4	ZT3 Ingwe	Magazine	Missile	150	4	-1	@RHSGREF	rhsgref_c_airweapons
rhs_mag_zt6_4	ZT6 Mokopa	Magazine	Missile	200	4	-1	@RHSGREF	rhsgref_c_airweapons
rhs_mag_GI2_420_HE	20x139mm High-Explosive Indenciary	Magazine	Bullet	8	420	-1	@RHSGREF	rhsgref_c_airweapons
rhs_mag_GI2_420_AP	20x139mm Armor-Piercing Capped	Magazine	Bullet	8	420	-1	@RHSGREF	rhsgref_c_airweapons
rhs_mag_zpl20_hei	20x139mm High-Explosive Indenciary	Magazine	Bullet	8	210	-1	@RHSGREF	rhsgref_c_airweapons
rhs_mag_zpl20_apit	20x139mm Armor-Piercing Incendary Traced	Magazine	Bullet	8	210	-1	@RHSGREF	rhsgref_c_airweapons
rhs_mag_zpl20_mixed	20x139mm Mixed	Magazine	Bullet	8	210	-1	@RHSGREF	rhsgref_c_airweapons
rhs_mag_762x25_8	8Rnd TT-33 7.62x25mm	Magazine	Bullet	4.29	8	-1	@RHSGREF	rhsgref_c_weapons
rhs_mag_6x8mm_mhp	6Rnd Type 94 Nambu 8x22mm	Magazine	Bullet	8	6	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_30rnd_1143x23_M1911B_SMG	30Rnd .45ACP M1911	Magazine	Bullet	17.47	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_30rnd_1143x23_M1911B_2mag_SMG	30Rnd .45ACP M1911 (Jungle mag)	Magazine	Bullet	17.47	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_30rnd_1143x23_M1T_SMG	30Rnd .45ACP M1 (Tracer)	Magazine	Bullet	17.47	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_30rnd_1143x23_M1T_2mag_SMG	30Rnd .45ACP M1 (Tracer/Jungle mag)	Magazine	Bullet	17.47	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_20rnd_1143x23_M1911B_SMG	20Rnd .45ACP M1911	Magazine	Bullet	17.47	20	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_20rnd_1143x23_M1T_SMG	20Rnd .45ACP M1 (Tracer)	Magazine	Bullet	17.47	20	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_20rnd_765x17_vz61	20rnd Scorpion 7.65x17mm	Magazine	Bullet	5.5	20	-1	@RHSSAF	rhsgref_c_weapons;rhssaf_c_weapons
rhsgref_10rnd_765x17_vz61	10rnd Scorpion 7.65x17mm	Magazine	Bullet	3.5	10	-1	@RHSSAF	rhsgref_c_weapons;rhssaf_c_weapons
rhsgref_30rnd_556x45_m21	30rnd M21 M855	Magazine	Bullet	10.35	30	-1	@RHSSAF	rhsgref_c_weapons;rhssaf_c_weapons
rhsgref_30rnd_556x45_m21_t	30rnd M21 M856A1 (Tracer)	Magazine	Bullet	10.35	30	-1	@RHSSAF	rhsgref_c_weapons;rhssaf_c_weapons
rhsgref_30rnd_556x45_vhs2	30rnd VHS-2 M855A1	Magazine	Bullet	7.7	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_30rnd_556x45_vhs2_t	30rnd VHS-2 M856A1 (Tracer)	Magazine	Bullet	7.7	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_5Rnd_792x57_kar98k	5rndÂ 7.92x57mmÂ clip	Magazine	Bullet	2.97	5	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_10Rnd_792x57_m76	10rnd M76 7.9x57mm M75	Magazine	Bullet	6.94	10	-1	@RHSSAF	rhsgref_c_weapons;rhssaf_c_weapons
rhsgref_5Rnd_762x54_m38	5rndÂ 7.62x54Rmm clip	Magazine	Bullet	2.64	5	-1	@RHSGREF	rhsgref_c_weapons
rhs_30Rnd_762x39mm_Savz58	30Rnd Sa vz. 58 7.62x39mm	Magazine	Bullet	13.53	30	-1	@RHSGREF	rhsgref_c_weapons
rhs_30Rnd_762x39mm_Savz58_tracer	30Rnd Sa vz. 58 7.62x39mm (Tracer)	Magazine	Bullet	13.53	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_24rnd_75x55_Stgw57	24Rnd Stgw 57 7.5x55mm	Magazine	Bullet	7.7	24	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_8Rnd_762x63_M2B_M1rifle	8Rnd .30-06 M2	Magazine	Bullet	5.28	8	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_8Rnd_762x63_Tracer_M1T_M1rifle	8Rnd .30-06 M1 (Tracer)	Magazine	Bullet	5.28	8	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_30Rnd_792x33_SmE_StG	30Rnd 7.92x33 S.m.E.	Magazine	Bullet	11.66	30	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_25Rnd_792x33_SmE_StG	25Rnd 7.92x33 S.m.E.	Magazine	Bullet	11.66	25	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_50Rnd_792x57_SmE_drum	50Rnd 7.92x57 Drum S.m.E.	Magazine	Bullet	17.8	50	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3
rhsgref_50Rnd_792x57_SmE_notracers_drum	50Rnd 7.92x57 Drum S.m.E. (No Tracers)	Magazine	Bullet	17.8	50	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_50Rnd_792x57_SmK_drum	50Rnd 7.92x57 Drum S.m.K.	Magazine	Bullet	17.8	50	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_50Rnd_792x57_SmK_alltracers_drum	50Rnd 7.92x57 Drum S.m.K.L'Spur (All Tracers)	Magazine	Bullet	17.8	50	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_296Rnd_792x57_SmE_belt	296Rnd 7.92x57 Belt S.m.E.	Magazine	Bullet	105.5	296	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3
rhsgref_296Rnd_792x57_SmE_notracers_belt	296Rnd 7.92x57 Belt S.m.E. (No Tracers)	Magazine	Bullet	105.5	296	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_296Rnd_792x57_SmK_belt	296Rnd 7.92x57 Belt S.m.K.	Magazine	Bullet	105.5	296	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_296Rnd_792x57_SmK_alltracers_belt	296Rnd 7.92x57 Belt S.m.K.L'Spur (All Tracers)	Magazine	Bullet	105.5	296	-1	@RHSGREF	rhsgref_c_weapons
rhs_mag_f1	F-1	Magazine	Grenade	13.2	1	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_mag_rkg3em	RKG-3EM	Magazine	Grenade	23.54	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_m1939e_mag	Ei.Hgr.39 Concussive (Early)	Magazine	Grenade	7.48	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_m1939l_mag	Ei.Hgr.39 Concussive (Late)	Magazine	Grenade	7.48	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_m1939e_f_mag	Ei.Hgr.39 Fragmentation (Early)	Magazine	Grenade	7.48	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_m1939l_f_mag	Ei.Hgr.39 Fragmentation (Late)	Magazine	Grenade	7.48	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_nbhgr39_mag	Nb.Hgr.39 (Early)	Magazine	SmokeShell	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_nbhgr39B_mag	Nb.Hgr.39B (Late)	Magazine	SmokeShell	10	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_sthgr24_mag	St.Hgr.24	Magazine	Grenade	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_sthgr24_heerfrag_mag	St.Hgr.24 Fragmentation (Heer)	Magazine	Grenade	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_sthgr24_SSfrag_mag	St.Hgr.24 Fragmentation (SS)	Magazine	Grenade	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_sthgr24_x7bundle_mag	St.Hgr.24 x7 Bundle	Magazine	Grenade	50	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_sthgr43_mag	St.Hgr.43	Magazine	Grenade	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_sthgr43_heerfrag_mag	St.Hgr.43 Fragmentation (Heer)	Magazine	Grenade	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_sthgr43_SSfrag_mag	St.Hgr.43 Fragmentation (SS)	Magazine	Grenade	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_mkii_mag	Mk 2 Fragmentation	Magazine	Grenade	13.09	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_mkiiia1_mag	Mk 3A1 Concussion	Magazine	Grenade	6.886	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_anm8_mag	M8 Smoke Grenade	Magazine	SmokeShell	12	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_m15_mag	M15 WP Grenade	Magazine	Grenade	19	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_mki_mag	Mk 1 Illumination	Magazine	Flare	4	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_khattabka_vog17_mag	VOG-17 (Khattabka)	Magazine	Grenade	6.16	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_grenade_khattabka_vog25_mag	VOG-25 (Khattabka)	Magazine	Grenade	5.5	1	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_1Rnd_00Buck	1Rnd 00 Buckshot	Magazine	Artillery	1	1	-1	@RHSGREF	rhsgref_c_weapons
rhsgref_1Rnd_Slug	1Rnd 12g Slug	Magazine	Bullet	1	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_mine_smine35_press_mag	S.Mi.35 (S.Mi.Z.35) APB Mine	Mine	MineBounding	80	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_smine35_trip_mag	S.Mi.35 (W) APB Mine	Mine	Mine	80	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_smine44_trip_mag	S.Mi.44 (S.Mi.Z.44) APB Mine	Mine	Mine	80	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_smine44_press_mag	S.Mi.44 (S.Mi.Z.35) APB Mine	Mine	MineBounding	80	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_m2a3b_press_mag	M2A3B APB Mine	Mine	Mine	40	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_m2a3b_trip_mag	M2A3B (Tripwire) APB Mine	Mine	Mine	40	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_glasmine43_hz_mag	Gl.Mi.43 (H.Z.44) AP Mine	Mine	Mine	26.4	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_glasmine43_bz_mag	Gl.Mi.43 (B.Z.) AP Mine	Mine	Mine	26.4	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_a200_bz_mag	Beh.Schu.Mi.A200 (B.Z.) AP Mine	Mine	Mine	25	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_a200_dz35_mag	Beh.Schu.Mi.A200 (D.Z.35) AP Mine	Mine	Mine	25	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_m3_pressure_mag	M3 AP Mine	Mine	Mine	60	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_mk2_pressure_mag	Mk 2 AP Mine	Mine	Mine	13.09	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_M7A2_mag	M7A2 AP Mine	Mine	Mine	48.4	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_stockmine43_2m_mag	St.Mi.43/I (2m) AP Mine	Mine	MineDirectional	44	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_stockmine43_4m_mag	St.Mi.43/II (4m) AP Mine	Mine	MineDirectional	44	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_M3_tripwire_mag	M3 (Tripwire) AP Mine	Mine	Mine	60	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_Mk2_tripwire_mag	Mk 2 (Tripwire) AP Mine	Mine	Mine	13.09	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mine_TM43_mag	Tellermine 43	Mine	Mine	100	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_charge_tnt_x2_mag	TNT Charge (1lb Thrown)	Magazine	Grenade	10	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_charge_sb3kg_mag	Sprengbuechse (3kg)	Magazine	Grenade	66	1	-1	@RHSGREF	rhsgref_c_weapons
rhs_charge_M2tet_x2_mag	Tetrytol Charge (2.5lb Placed)	Mine	Mine	25	1	-1	@ace	rhsgref_c_weapons;ace_compat_rhs_gref3_explosives
rhs_mag_20Rnd_762x51_m80_fnfal	20rnd FN FAL M80	Magazine	Bullet	16.5	20	-1	@RHSGREF	rhsgref_c_weapons
rhs_mag_20Rnd_762x51_m80a1_fnfal	20rnd FN FAL M80A1 EPR	Magazine	Bullet	16.5	20	-1	@RHSGREF	rhsgref_c_weapons
rhs_mag_20Rnd_762x51_m62_fnfal	20rnd FN FAL M62 (Tracer)	Magazine	Bullet	16.5	20	-1	@RHSGREF	rhsgref_c_weapons
rhs_mag_20Rnd_762x51_m61_fnfal	20rnd FN FAL M61 AP	Magazine	Bullet	16.5	20	-1	@RHSGREF	rhsgref_c_weapons
rhssaf_mag_15Rnd_9x19_FMJ	15rndÂ CZ99Â FMJ	Magazine	Bullet	6	15	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_mag_15Rnd_9x19_JHP	15rndÂ CZ99Â JHP	Magazine	Bullet	6	15	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30rnd_556x45_EPR_G36	30rnd G36 M855A1	Magazine	Bullet	5.95	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30rnd_556x45_SOST_G36	30rnd G36 Mk318	Magazine	Bullet	5.95	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30rnd_556x45_SPR_G36	30rnd G36 Mk262	Magazine	Bullet	5.95	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_100rnd_556x45_EPR_G36	100rnd G36 C-Mag M855A1	Magazine	Bullet	35.24	100	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30rnd_556x45_Tracers_G36	30rnd G36 M856A1 (Tracer)	Magazine	Bullet	5.95	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30rnd_556x45_TDIM_G36	30rnd G36 M855 (IR/DIM)	Magazine	Bullet	5.95	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30rnd_556x45_MDIM_G36	30rnd G36 M855A1 (IR/DIM)	Magazine	Bullet	5.95	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30Rnd_762x39mm_M67	30rnd M70 7.62x39mm M67	Magazine	Bullet	13.53	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30Rnd_762x39mm_M78_tracer	30rnd M70 7.62x39mm M78 (Tracer)	Magazine	Bullet	13.53	30	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_30Rnd_762x39_M82_api	30rnd M70 7.62x39mm M82 API	Magazine	Bullet	13.53	30	-1	@RHSSAF	rhssaf_c_weapons
rhs_mag_20Rnd_SCAR_762x51_m80_ball_bk	20rnd SCAR M80 (black)	Magazine	Bullet	16.24	20	-1	@RHSSAF	rhssaf_c_weapons
rhs_mag_20Rnd_SCAR_762x51_m80a1_epr_bk	20rnd SCAR M80A1 EPR (black)	Magazine	Bullet	16.24	20	-1	@RHSSAF	rhssaf_c_weapons
rhs_mag_20Rnd_SCAR_762x51_m62_tracer_bk	20rnd SCAR M62 Tracer (black)	Magazine	Bullet	16.24	20	-1	@RHSSAF	rhssaf_c_weapons
rhs_mag_20Rnd_SCAR_762x51_m61_ap_bk	20rnd SCAR M61 AP (black)	Magazine	Bullet	16.24	20	-1	@RHSSAF	rhssaf_c_weapons
rhs_mag_20Rnd_SCAR_762x51_m118_special_bk	20rnd SCAR M118 Ball (black)	Magazine	Bullet	16.24	20	-1	@RHSSAF	rhssaf_c_weapons
rhs_mag_20Rnd_SCAR_762x51_mk316_special_bk	20rnd SCAR Mk316 Mod 0 (black)	Magazine	Bullet	16.24	20	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_10Rnd_792x57_m76_tracer	10rnd M76 7.9x57mm M70 (Tracer)	Magazine	Bullet	6.94	10	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_250Rnd_762x54R	250Rnd M84 Belt 7.62x54mm M30	Magazine	Bullet	128.7	250	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_mag_m73_HE	M73 HE	Magazine	Shell	8	10	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_mine_pma3_mag	PMA-3	Mine	Mine	3.96	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_mine_tma4_mag	TMA-4	Mine	Mine	69.3	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_mine_mrud_a_mag	MRUD (3m)	Mine	MineDirectional	48.4	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_mine_mrud_b_mag	MRUD (6m)	Mine	MineDirectional	48.4	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_mine_mrud_c_mag	MRUD (10m)	Mine	MineDirectional	48.4	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_mine_mrud_d_mag	MRUD (remote)	Mine	MineDirectional	48.4	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_tm100_mag	TM-100	Mine	Mine	3.3	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_tm200_mag	TM-200	Mine	Mine	6.6	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_tm500_mag	TM-500	Mine	Mine	14.3	1	-1	@ace	rhssaf_c_weapons;ace_compat_rhs_saf3_explosives
rhssaf_mag_br_m75	BR M75	Magazine	Grenade	4.33	1	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_mag_br_m84	BR M84	Magazine	Grenade	4.33	1	-1	@RHSSAF	rhssaf_c_weapons
rhssaf_mag_brd_m83_white	BRD M83 (White)	Magazine	SmokeShell	10	1	-1	@RHSSAF	rhssaf_c_weapons
